title,location,price,bedroom,bathroom,area,year_contruction,maintenance,housing_type,operation_type,date_pub,url,price_clean,area_clean,bedroom_clean,bathroom_clean,cost_score,city,district,safety_score,services_score,final_score,latitude,longitude,osm_data
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",USD700,3 dormitorios,3 baños,89 m²,2010.0,S/.400,Apartamento,Alquiler,"Hace 1 día, 12 horas - Publicado por SOCIOS INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-c688-a2c18253d867-ed0b3a68-81f6-4631,2590.0,89.0,3,3,9.995630461922596,Lima,Miraflores,9,8.28,9.3,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ",USD850,3 dormitorios,3 baños,110 m²,2010.0,S/.300,Apartamento,Alquiler,28 dic. 2022 - Publicado por INMOGA S.A.C,https://www.properati.com.pe/detalle/14032-32-63a0-a84513f30005-a82056c6-bd92-4b2c,3145.0,110.0,3,3,9.99570707070707,Lima,Miraflores,9,8.28,9.3,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Risso,"Ur. Risso, San Isidro, Lima, Lima ","S/.3,000",3 dormitorios,3 baños,99 m²,2015.0,S/.400,Apartamento,Alquiler,"Hace 2 semanas, 6 días - Publicado por LOGRA Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-f36c-c7d962cf0c38-c5de7593-a00e-496a,3000.0,99.0,3,3,9.995449995449995,Lima,San Isidro,9,8.68,9.3,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,250",4 dormitorios,3 baños,200 m²,2003.0,S/.600,Apartamento,Alquiler,17 mar. 2023 - Publicado por Manoj Punjabi - Inmobiliaria Mi Casa Soñada ,https://www.properati.com.pe/detalle/14032-32-7982-1bc73fa8cbee-eaab3740-b652-45ed,4625.0,200.0,4,3,9.99652777777778,Lima,Miraflores,9,8.32,9.3,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. San Luis,"Ur. San Luis, Miraflores, Lima, Lima ","USD1,190",2 dormitorios,3 baños,121 m²,2022.0,S/.550,Apartamento,Alquiler,1 feb. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-b45a-9598883522b4-f3c0546-85d9-44ea,4403.0,121.0,2,3,9.994536271809,Lima,Miraflores,9,8.34,9.3,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD1,700",4 dormitorios,4 baños,210 m²,2005.0,,Apartamento,Alquiler,21 mar. 2023 - Publicado por Josh Vega,https://www.properati.com.pe/detalle/14032-32-c81f-55a286ca5677-97757aa0-8391-120d,6290.0,210.0,4,4,9.995502645502643,Lima,Miraflores,9,8.48,9.3,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ","USD1,100",2 dormitorios,3 baños,110 m²,2022.0,S/.380,Apartamento,Alquiler,16 dic. 2022 - Publicado por Dream House Real Estate,https://www.properati.com.pe/detalle/14032-32-919b-b380b8c43666-d2723b18-9876-4c7e,4070.0,110.0,2,3,9.994444444444444,Lima,San Isidro,9,8.34,9.3,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Casa en alquiler en Ur. El Sol De La Molina Etapa I,"Ur. El Sol De La Molina Etapa I, La Molina, Lima, Lima ","USD2,100",4 dormitorios,3 baños,300 m²,2006.0,S/.600,Casa,Alquiler,5 mar. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-c949-d3d9505eef72-a80394cd-b458-4587,7770.0,300.0,4,3,9.99611111111111,Lima,La Molina,9,8.56,9.3,-12.077983,-76.9172838,"La Molina, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Santa Ines,"Ur. Santa Ines, San Isidro, Lima, Lima ","USD1,500",3 dormitorios,3 baños,175 m²,2014.0,S/.650,Apartamento,Alquiler,"Hace 2 semanas, 3 días - Publicado por JORGE ERNESTO SALAS GONZALES",https://www.properati.com.pe/detalle/14032-32-b545-bde684e638e9-6c4ce74a-a458-4739,5550.0,175.0,3,3,9.995238095238095,Lima,San Isidro,9,8.6,9.3,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ",USD850,3 dormitorios,3 baños,86 m²,2011.0,S/.300,Apartamento,Alquiler,27 feb. 2023 - Publicado por REMAX FULL INMOBILIARIA,https://www.properati.com.pe/detalle/14032-32-918d-6282388ac92f-956d1871-96e0-4e4e,3145.0,86.0,3,3,9.994509043927648,Lima,Miraflores,9,8.36,9.3,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Casa en alquiler en Ur. Rinconada Del Lago Etapa Ii,"Ur. Rinconada Del Lago Etapa Ii, La Molina, Lima, Lima ","S/.10,528",8 dormitorios,4 baños,369 m²,1997.0,,Casa,Alquiler,"Hace 1 semana, 17 horas - Publicado por RE/MAX PERÚ",https://www.properati.com.pe/detalle/14032-32-bfc6-5b3df02cb5a7-78d12914-8d1d-4f96,10528.0,369.0,8,4,9.995716041244496,Lima,La Molina,9,7.84,9.2,-12.077983,-76.9172838,"La Molina, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Aurora,"Ur. Aurora, Miraflores, Lima, Lima ","USD1,200",3 dormitorios,2 baños,150 m²,2017.0,S/.670,Apartamento,Alquiler,8 feb. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-57c0-c9eb6ea28ffc-f9ab3854-8274-4b26,4440.0,150.0,3,2,9.995555555555557,Lima,Miraflores,9,7.939999999999999,9.2,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Leuro,"Ur. Leuro, Miraflores, Lima, Lima ","S/.3,500",3 dormitorios,3 baños,95 m²,2008.0,,Apartamento,Alquiler,21 mar. 2023 - Publicado por Remax Inmuebles,https://www.properati.com.pe/detalle/14032-32-e719-ee35f6e1123b-d2e68ab7-a24e-4a1e,3500.0,95.0,3,3,9.99446815236289,Lima,Miraflores,9,8.12,9.2,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ","USD1,999",4 dormitorios,3 baños,230 m²,1997.0,S/.700,Apartamento,Alquiler,15 ene. 2023 - Publicado por PERU LUXURY PROPERTIES,https://www.properati.com.pe/detalle/14032-32-6fdb-254b93d8d400-5d1422f-88f7-470b,7396.3,230.0,4,3,9.995171497584542,Lima,Miraflores,9,7.84,9.2,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. La Capilla (U-3),"Ur. La Capilla (U-3), La Molina, Lima, Lima ",USD850,4 dormitorios,4 baños,164 m²,1999.0,,Apartamento,Alquiler,20 feb. 2023 - Publicado por RE/MAX PERÚ,https://www.properati.com.pe/detalle/14032-32-8aed-86338fe224e1-1cbf6b5f-b767-429f,3145.0,164.0,4,4,9.997120596205962,Lima,La Molina,9,8.0,9.2,-12.077983,-76.9172838,"La Molina, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. El Rosal,"Ur. El Rosal, Miraflores, Lima, Lima ","USD1,000",2 dormitorios,3 baños,106 m²,2016.0,S/.495,Apartamento,Alquiler,3 feb. 2023 - Publicado por GARRIDO SECLEN RICARDY BUENAVENTURA,https://www.properati.com.pe/detalle/14032-32-a40b-8be85815d288-986a51c0-9e22-120d,3700.0,106.0,2,3,9.99475890985325,Lima,Miraflores,9,7.86,9.2,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en San Isidro,"San Isidro, Lima, Lima ","USD1,100",2 dormitorios,3 baños,127 m²,2018.0,S/.300,Apartamento,Alquiler,"Hace 2 semanas, 4 días - Publicado por Proyectum  Perú",https://www.properati.com.pe/detalle/14032-32-ad4b-7e53f1ac5b00-b00abff-8829-40b4,4070.0,127.0,2,3,9.995188101487312,Lima,San Isidro,9,8.02,9.2,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ","USD1,300",2 dormitorios,3 baños,154 m²,2018.0,S/.680,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por Home Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-7f93-9f3fa2423513-b796518b-9c2e-4f57,4810.0,154.0,2,3,9.995310245310243,Lima,San Isidro,9,8.02,9.2,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Santa Rosa,"Ur. Santa Rosa, San Isidro, Lima, Lima ","USD3,500",4 dormitorios,5 baños,504 m²,2000.0,"S/.1,900",Apartamento,Alquiler,24 mar. 2023 - Publicado por Rocío Mazzetti,https://www.properati.com.pe/detalle/14032-32-3e0-f282faf7e3e6-a827f502-a0bc-47ed,12950.0,504.0,4,5,9.996141975308642,Lima,San Isidro,9,8.08,9.2,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",USD930,2 dormitorios,3 baños,130 m²,2018.0,S/.530,Apartamento,Alquiler,11 feb. 2023 - Publicado por Corretaje Pelusa,https://www.properati.com.pe/detalle/14032-32-e72e-2607a9c3e82e-4d9ce001-ab48-441c,3441.0,130.0,2,3,9.99602564102564,Lima,Miraflores,9,8.02,9.2,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,100",3 dormitorios,2 baños,100 m²,2021.0,S/.470,Apartamento,Alquiler,22 mar. 2023 - Publicado por Central Propiedades,https://www.properati.com.pe/detalle/14032-32-d9ac-ca35e2861277-41990eb6-a55c-4352,4070.0,100.0,3,2,9.99388888888889,Lima,Miraflores,9,8.26,9.2,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD4,000",3 dormitorios,2 baños,310 m²,2015.0,S/.800,Apartamento,Alquiler,10 feb. 2023 - Publicado por KLAROST GROUP,https://www.properati.com.pe/detalle/14032-32-cf1-913f75cd2bda-1be72353-b9cc-41e2,14800.0,310.0,3,2,9.99283154121864,Lima,Miraflores,9,7.779999999999999,9.2,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","S/.3,200",2 dormitorios,3 baños,86 m²,2019.0,S/.400,Apartamento,Alquiler,1 mar. 2023 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-d6d0-7125598771e2-f331943a-a214-4314,3200.0,86.0,2,3,9.994413017668832,Lima,Miraflores,9,8.1,9.2,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ","USD1,100",2 dormitorios,3 baños,104 m²,2020.0,S/.520,Apartamento,Alquiler,17 mar. 2023 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-f3ac-3575f15566be-e9e0e613-9c39-42b6,4070.0,104.0,2,3,9.994123931623932,Lima,Miraflores,9,8.18,9.2,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Casa en alquiler en Ur. El Sol De La Molina Etapa Iii,"Ur. El Sol De La Molina Etapa Iii, La Molina, Lima, Lima ","USD2,500",4 dormitorios,4 baños,258 m²,2001.0,,Casa,Alquiler,14 ene. 2023 - Publicado por Ventas Primeras Bienes Raices,https://www.properati.com.pe/detalle/14032-32-f90a-32d7c1aec14-4a0d4104-ac66-46b4,9250.0,258.0,4,4,9.99461670973299,Lima,La Molina,9,8.16,9.2,-12.077983,-76.9172838,"La Molina, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en San Isidro,"San Isidro, Lima, Lima ","USD2,500",4 dormitorios,3 baños,283 m²,1998.0,"S/.1,200",Apartamento,Alquiler,"Hace 2 semanas, 6 días - Publicado por Penthouse Peru Bienes Raices",https://www.properati.com.pe/detalle/14032-32-72e9-c4ee70afb7ae-7fb22879-911d-4856,9250.0,283.0,4,3,9.995092265410287,Lima,San Isidro,9,7.92,9.2,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Orrantia Del Mar,"Ur. Orrantia Del Mar, San Isidro, Lima, Lima ","USD1,100",3 dormitorios,2 baños,130 m²,2018.0,S/.450,Apartamento,Alquiler,15 feb. 2023 - Publicado por Midori Kishimoto,https://www.properati.com.pe/detalle/14032-32-f0a7-f14e347a6b6a-efbff344-ad72-41a7,4070.0,130.0,3,2,9.995299145299144,Lima,San Isidro,9,8.02,9.2,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ",USD790,3 dormitorios,2 baños,116 m²,2019.0,S/.50,Apartamento,Alquiler,"Hace 1 semana, 3 días - Publicado por JESUS ALTAMIRANO CONDEMARIN",https://www.properati.com.pe/detalle/14032-32-7592-7fe74a33ee99-5efee4c3-8250-4710,2923.0,116.0,3,2,9.996216475095784,Lima,Miraflores,9,8.1,9.2,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Miraflores,"Miraflores, Lima, Lima ","USD1,200",2 dormitorios,3 baños,140 m²,2015.0,S/.550,Apartamento,Alquiler,2 feb. 2023 - Publicado por INMOBILIARIA IMMONEO,https://www.properati.com.pe/detalle/14032-32-e07d-2ab1bf407f8f-6ec5878c-a759-4517,4440.0,140.0,2,3,9.995238095238095,Lima,Miraflores,9,7.779999999999999,9.2,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",USD950,2 dormitorios,3 baños,128 m²,2018.0,S/.550,Apartamento,Alquiler,12 mar. 2023 - Publicado por Manuel Villarreal Perez,https://www.properati.com.pe/detalle/14032-32-b329-3bcc8f6202ec-5f71e3ef-86e0-4d04,3515.0,128.0,2,3,9.99587673611111,Lima,Miraflores,9,8.02,9.2,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Los Tulipanes,"Ur. Los Tulipanes, Miraflores, Lima, Lima ","S/.4,000",3 dormitorios,2 baños,121 m²,2018.0,S/.280,Apartamento,Alquiler,22 ene. 2023 - Publicado por CCE REALTOR - #CierraConEva,https://www.properati.com.pe/detalle/14032-32-33c9-f4ebbe9a4d85-26f10c68-b685-4b62,4000.0,121.0,3,2,9.995036358672722,Lima,Miraflores,9,8.02,9.2,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",USD850,2 dormitorios,3 baños,84 m²,2015.0,S/.317,Apartamento,Alquiler,"Hace 2 días, 13 horas - Publicado por SOCIOS INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-e369-1bd90cad45c2-dca51e45-b277-48fc,3145.0,84.0,2,3,9.994378306878309,Lima,Miraflores,9,7.779999999999999,9.2,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD2,000",3 dormitorios,2 baños,200 m²,2018.0,S/.603,Apartamento,Alquiler,16 feb. 2023 - Publicado por Büro Propiedades,https://www.properati.com.pe/detalle/14032-32-2194-dfc2de2de1b0-e392cfaa-9c16-4b6a,7400.0,200.0,3,2,9.994444444444444,Lima,Miraflores,9,8.02,9.2,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ","USD1,380",3 dormitorios,2 baños,131 m²,2020.0,S/.700,Apartamento,Alquiler,"Hace 1 semana, 2 días - Publicado por Midori Kishimoto",https://www.properati.com.pe/detalle/14032-32-69dd-e410df5be883-3612c089-8bfd-4130,5106.0,131.0,3,2,9.9941475826972,Lima,San Isidro,9,8.18,9.2,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,550",2 dormitorios,3 baños,153 m²,2021.0,S/.580,Apartamento,Alquiler,9 mar. 2023 - Publicado por Büro Propiedades,https://www.properati.com.pe/detalle/14032-32-fc54-c0eba2c56200-a3e64ae1-8940-47cf,5735.0,153.0,2,3,9.994371822803195,Lima,Miraflores,9,8.26,9.2,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ","USD1,350",3 dormitorios,3 baños,202 m²,2009.0,S/.490,Apartamento,Alquiler,Hace 21 horas - Publicado por HABITALE BIENES RAICES,https://www.properati.com.pe/detalle/14032-32-9ff3-ce5e76c79581-1ee20465-af64-48cc,4995.0,202.0,3,3,9.996287128712872,Lima,Miraflores,9,8.2,9.2,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Casa en alquiler en La Campestre La Laguna,"La Campestre La Laguna, La Molina, Provincia de Lima, Provincia de Lima ","USD1,450",3 dormitorios,3 baños,300 m²,2005.0,S/.450,Casa,Alquiler,30 set. 2022 - Publicado por Maria Angelica Suarez,https://www.properati.com.pe/detalle/14032-32-f545-19620aa36439-288ebd28-b938-4ba0,5365.0,300.0,3,3,9.997314814814814,Provincia de Lima,La Molina,9,7.88,9.2,-12.077983,-76.9172838,"La Molina, Lima, Lima Metropolitana, Lima, Perú"
Casa en alquiler en La Campestre La Laguna,"La Campestre La Laguna, La Molina, Provincia de Lima, Provincia de Lima ","USD1,450",3 dormitorios,3 baños,300 m²,2005.0,S/.450,Casa,Alquiler,30 set. 2022 - Publicado por Maria Angelica Suarez,https://www.properati.com.pe/detalle/14032-32-3052-1a4584fa877e-63025631-ae43-4298,5365.0,300.0,3,3,9.997314814814814,Provincia de Lima,La Molina,9,7.88,9.2,-12.077983,-76.9172838,"La Molina, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ","USD1,200",2 dormitorios,4 baños,150 m²,2000.0,S/.650,Apartamento,Alquiler,"Hace 3 semanas, 13 horas - Publicado por TU HOGAR Y BIENESTAR",https://www.properati.com.pe/detalle/14032-32-6d1a-4f2a631e9425-ebd247d9-bbc3-408a,4440.0,150.0,2,4,9.995555555555557,Lima,Miraflores,9,7.479999999999999,9.1,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Santa Ines,"Ur. Santa Ines, San Isidro, Lima, Lima ","USD3,000",3 dormitorios,3 baños,330 m²,1998.0,"S/.1,400",Apartamento,Alquiler,"Hace 1 semana, 2 días - Publicado por Midori Kishimoto",https://www.properati.com.pe/detalle/14032-32-6b9e-6d907aca1971-dde10f21-a2d4-4ab5,11100.0,330.0,3,3,9.994949494949497,Lima,San Isidro,9,7.319999999999999,9.1,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. San Borja,"Ur. San Borja, San Borja, Lima, Lima ","USD2,500",4 dormitorios,4 baños,260 m²,2015.0,S/.600,Apartamento,Alquiler,"Hace 1 semana, 2 días - Publicado por Midori Kishimoto",https://www.properati.com.pe/detalle/14032-32-d913-94ae49df9d8a-30b10197-8a9b-498f,9250.0,260.0,4,4,9.99465811965812,Lima,San Borja,8,9.28,9.1,-12.0964515,-76.9956899,"San Borja, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ","S/.2,700",2 dormitorios,2 baños,62 m²,2023.0,S/.250,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por Dominio Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-ef00-eb2bc763034e-f11679a9-abab-4248,2700.0,62.0,2,2,9.993461203138622,Lima,San Isidro,9,7.52,9.1,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Pj. Tomasa Tito Condemayta,"Pj. Tomasa Tito Condemayta, Miraflores, Arequipa, Arequipa ","S/.3,200",2 dormitorios,2 baños,135 m²,2022.0,S/.400,Apartamento,Alquiler,"Hace 1 semana, 6 días - Publicado por Maju García",https://www.properati.com.pe/detalle/14032-32-d450-675226aa0892-2b3166f0-a35d-120d,3200.0,135.0,2,2,9.996440885329774,Arequipa,Miraflores,9,7.439999999999999,9.1,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en San Isidro,"San Isidro, Lima, Lima ","USD2,600",3 dormitorios,3 baños,330 m²,2000.0,"S/.1,350",Apartamento,Alquiler,13 dic. 2022 - Publicado por Büro Propiedades,https://www.properati.com.pe/detalle/14032-32-7444-44dd48a9da8f-af958a24-92e8-414d,9620.0,330.0,3,3,9.995622895622896,Lima,San Isidro,9,7.479999999999999,9.1,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","S/.2,900",4 dormitorios,3 baños,120 m²,,,Apartamento,Alquiler,25 dic. 2022 - Publicado por RealWasi Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-84c1-abdc53fec0e4-d798cd90-9e1b-120d,2900.0,120.0,4,3,9.99637137137137,Lima,Miraflores,9,7.279999999999999,9.1,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","USD1,400",2 dormitorios,3 baños,107 m²,2010.0,S/.350,Apartamento,Alquiler,"Hace 1 semana, 6 días - Publicado por SERVICIOS INMOBILIARIOS",https://www.properati.com.pe/detalle/14032-32-8bb6-57c5c47b3bf7-ed96281f-9688-4e4b,5180.0,107.0,2,3,9.992731048805815,Lima,Miraflores,9,7.38,9.1,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD2,100",3 dormitorios,3 baños,190 m²,2002.0,S/.580,Apartamento,Alquiler,1 feb. 2023 - Publicado por LOGRA Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-1618-5805e38df61b-6103048c-bae4-4e3c,7770.0,190.0,3,3,9.993859649122808,Lima,Miraflores,9,7.639999999999999,9.1,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Apartamento en alquiler en Miraflores,"Miraflores, Lima, Lima ","S/.2,800",2 dormitorios,3 baños,115 m²,2010.0,S/.1,Apartamento,Alquiler,2 ene. 2023 - Publicado por Danitza Zapata Tomassini,https://www.properati.com.pe/detalle/14032-32-f3d4-6a7543e8e7e7-ce8dfe33-b397-4d4c,2800.0,115.0,2,3,9.996344170257212,Lima,Miraflores,9,7.38,9.1,-12.1206214,-77.0294993,"Miraflores, Lima, Lima Metropolitana, Lima, Perú"
Casa en alquiler en San Isidro,"San Isidro, Lima, Lima ","USD1,350",3 dormitorios,3 baños,214 m²,2002.0,S/.450,Casa,Alquiler,27 nov. 2022 - Publicado por Roalse Inmobiliaria ,https://www.properati.com.pe/detalle/14032-32-cbc1-f4b284b35cce-3d76b6a5-b6a5-4ddb,4995.0,214.0,3,3,9.996495327102805,Lima,San Isidro,9,7.639999999999999,9.1,-12.0989209,-77.0346439,"San Isidro, Lima, Lima Metropolitana, Lima, Perú"
